country_name,country_code,indicator_status,year,financial_normalized_final,financial_rank
"European Union",EUU,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2021,0.40466337,63
"Antigua and Barbuda",ATG,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost",2021,0.40353939,64
Botswana,BWA,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | Interest Rate: Normal Cost",2021,0.40113236,65
Jamaica,JAM,"GDP: Growing Economy | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2021,0.40019455,66
Dominica,DMA,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost",2021,0.39913237,67
Hungary,HUN,"Interest Rate: Normal Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2021,0.39669353,68
Moldova,MDA,"GDP: Growing Economy | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2021,0.39357996,69
Malta,MLT,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2021,0.39330787,70
Albania,ALB,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy",2021,0.39257195,71
"Pacific island small states",PSS,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2021,0.39239502,72
"Dominican Republic",DOM,"Interest Rate: High Cost | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2021,0.38997538,73
Bangladesh,BGD,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost",2021,0.38956366,74
"Trinidad and Tobago",TTO,"Interest Rate: Normal Cost | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2021,0.38889988,75
Turkiye,TUR,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2021,0.38665673,76
"St. Vincent and the Grenadines",VCT,"GDP: Growing Economy | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2021,0.38535169,77
Belgium,BEL,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2021,0.38531424,78
Mexico,MEX,"GDP: Growing Economy | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2021,0.38499246,79
Timor-Leste,TLS,"Interest Rate: Normal Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2021,0.38291741,80
"Brunei Darussalam",BRN,"Inflation: Price Stable | Interest Rate: Normal Cost | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2021,0.38127121,81
Indonesia,IDN,"Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2021,0.38104583,82
Guatemala,GTM,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost",2021,0.38100477,83
"Other small states",OSS,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2021,0.37909725,84
Nicaragua,NIC,"Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2021,0.37899075,85
"El Salvador",SLV,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2021,0.37882710,86
Bolivia,BOL,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2021,0.37795334,87
Uruguay,URY,"Inflation: Price Stable | Interest Rate: Normal Cost | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2021,0.37630598,88
Uzbekistan,UZB,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost",2021,0.37574925,89
Romania,ROU,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost",2021,0.37256003,90
"Small states",SST,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2021,0.37091324,91
Algeria,DZA,"Inflation: Price Stable | Interest Rate: Normal Cost | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2021,0.37034398,92
"Slovak Republic",SVK,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2021,0.37010645,93
Rwanda,RWA,"Interest Rate: High Cost | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2021,0.36993375,94
Croatia,HRV,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2021,0.36923836,95
Estonia,EST,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2021,0.36732947,96
Tunisia,TUN,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2021,0.36638032,97
Greece,GRC,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2021,0.36521583,98
"Egypt, Arab Rep.",EGY,"GDP: Growing Economy | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2021,0.36444178,99
"Bahamas, The",BHS,"Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy",2021,0.36182452,100
Kosovo,XKX,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2021,0.36164190,101
Ecuador,ECU,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2021,0.35833283,102
"Europe & Central Asia (excluding high income)",ECA,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2021,0.35797510,103
Kuwait,KWT,"Inflation: Price Stable | Interest Rate: Normal Cost | GDP: Growing Economy",2021,0.35503590,104
"Latin America & the Caribbean (IDA & IBRD countries)",TLA,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2021,0.35402457,105
"Latin America & Caribbean",LCN,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2021,0.35372138,106
Lesotho,LSO,"Interest Rate: High Cost | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2021,0.35278889,107
"West Bank and Gaza",PSE,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2021,0.34892743,108
Philippines,PHL,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2021,0.34856668,109
"Latin America & Caribbean (excluding high income)",LAC,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2021,0.34795090,110
Libya,LBY,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2021,0.34645371,111
Angola,AGO,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable | Interest Rate: Normal Cost",2021,0.34579231,112
Poland,POL,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2021,0.34502921,113
Azerbaijan,AZE,"Inflation: Price Stable | Interest Rate: Normal Cost | GDP: Growing Economy",2021,0.34435320,114
Mozambique,MOZ,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost",2021,0.34425224,115
Ukraine,UKR,"Inflation: Price Stable | Interest Rate: Normal Cost | GDP: Growing Economy",2021,0.34421103,116
Paraguay,PRY,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2021,0.34365336,117
Slovenia,SVN,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2021,0.34315760,118
"Central Europe and the Baltics",CEB,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2021,0.34260760,119
"Caribbean small states",CSS,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2021,0.34187769,120
Serbia,SRB,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2021,0.34170543,121
Ireland,IRL,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2021,0.34054692,122
Switzerland,CHE,"GDP: Growing Economy | Interest Rate: High Cost | Inflation: Price Stable",2021,0.33993241,123
"South Africa",ZAF,"GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost",2021,0.33760148,124
"Cabo Verde",CPV,"Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy",2021,0.33702514,125
Belarus,BLR,"GDP: Growing Economy | Inflation: Price Stable | Interest Rate: Normal Cost",2021,0.33624512,126
Lithuania,LTU,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2021,0.33189343,127
Namibia,NAM,"GDP: Growing Economy | Interest Rate: High Cost | Inflation: Price Stable",2021,0.32953744,128
Latvia,LVA,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2021,0.32703662,129
"Sierra Leone",SLE,"Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy",2021,0.32673130,130
Senegal,SEN,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2021,0.32294204,131
"Burkina Faso",BFA,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2021,0.32271381,132
Seychelles,SYC,"Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy",2021,0.31895390,133
Malawi,MWI,"GDP: Growing Economy | Interest Rate: High Cost | Inflation: Price Stable",2021,0.31852200,134
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2021,0.31723523,135
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2021,0.31678366,136
Togo,TGO,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2021,0.31373147,137
"Solomon Islands",SLB,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2021,0.31228848,138
"Cote d'Ivoire",CIV,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2021,0.31085774,139
Kazakhstan,KAZ,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2021,0.31004406,140
Panama,PAN,"Inflation: Price Stable | GDP: Growing Economy",2021,0.30858552,141
Mali,MLI,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2021,0.30565839,142
Benin,BEN,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2021,0.30440166,143
Djibouti,DJI,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2021,0.30248926,144
Peru,PER,"Inflation: Price Stable | GDP: Growing Economy",2021,0.30038312,145
Pakistan,PAK,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2021,0.29957540,146
Guinea-Bissau,GNB,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2021,0.29608847,147
Uganda,UGA,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2021,0.29472314,148
Tanzania,TZA,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2021,0.29340923,149
Singapore,SGP,"GDP: Growing Economy | Inflation: Price Stable",2021,0.29280246,150
Israel,ISR,"GDP: Growing Economy | Inflation: Price Stable",2021,0.29226789,151
India,IND,"GDP: Growing Economy | Inflation: Price Stable",2021,0.29156613,152
"South Asia",SAS,"GDP: Growing Economy | Inflation: Price Stable",2021,0.29046818,153
"South Asia (IDA & IBRD)",TSA,"GDP: Growing Economy | Inflation: Price Stable",2021,0.29046818,153
Kiribati,KIR,"GDP: Growing Economy | Inflation: Price Stable",2021,0.28994525,155
Morocco,MAR,"GDP: Growing Economy | Inflation: Price Stable",2021,0.28943054,156
"Early-demographic dividend",EAR,"Inflation: Price Stable | GDP: Growing Economy",2021,0.28690647,157
"Europe & Central Asia (IDA & IBRD countries)",TEC,"Inflation: Price Stable | GDP: Growing Economy",2021,0.28671678,158
Niger,NER,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2021,0.28660840,159
Kenya,KEN,"Inflation: Price Stable | GDP: Growing Economy",2021,0.28633442,160
"Saudi Arabia",SAU,"GDP: Growing Economy | Inflation: Price Stable",2021,0.28502587,161
"Lower middle income",LMC,"GDP: Growing Economy | Inflation: Price Stable",2021,0.28453589,162
Canada,CAN,"GDP: Growing Economy | Inflation: Price Stable",2021,0.28357754,163
Iraq,IRQ,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2021,0.28348245,164
"Russian Federation",RUS,"Inflation: Price Stable | GDP: Growing Economy",2021,0.28213455,165
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"GDP: Growing Economy | Inflation: Price Stable",2021,0.28167550,166
"United Arab Emirates",ARE,"Inflation: Price Stable | GDP: Growing Economy",2021,0.28157075,167
Bahrain,BHR,"GDP: Growing Economy | Inflation: Price Stable",2021,0.28141025,168
"Gambia, The",GMB,"GDP: Growing Economy | Inflation: Price Stable",2021,0.28046371,169
"Arab World",ARB,"Inflation: Price Stable | GDP: Growing Economy",2021,0.28026466,170
Bhutan,BTN,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost",2021,0.28014606,171
"New Zealand",NZL,"GDP: Growing Economy | Inflation: Price Stable",2021,0.28010995,172
"IDA blend",IDB,"Inflation: Price Stable | GDP: Growing Economy",2021,0.27971144,173
Liberia,LBR,"Inflation: Price Stable | GDP: Growing Economy",2021,0.27966717,174
"Heavily indebted poor countries (HIPC)",HPC,"Inflation: Price Stable | GDP: Growing Economy",2021,0.27959861,175
Guinea,GIN,"Inflation: Price Stable | GDP: Growing Economy",2021,0.27920407,176
"Africa Eastern and Southern",AFE,"Inflation: Price Stable | GDP: Growing Economy",2021,0.27910126,177
Ghana,GHA,"GDP: Growing Economy | Inflation: Price Stable",2021,0.27905325,178
Germany,DEU,"GDP: Growing Economy | Inflation: Price Stable",2021,0.27898551,179
"IDA total",IDA,"GDP: Growing Economy | Inflation: Price Stable",2021,0.27870368,180
"Sri Lanka",LKA,"GDP: Growing Economy | Inflation: Price Stable",2021,0.27817286,181
Cameroon,CMR,"Inflation: Price Stable | GDP: Growing Economy",2021,0.27797307,182
"IDA only",IDX,"Inflation: Price Stable | GDP: Growing Economy",2021,0.27793335,183
"Sub-Saharan Africa",SSF,"Inflation: Price Stable | GDP: Growing Economy",2021,0.27786033,184
"Sub-Saharan Africa (IDA & IBRD countries)",TSS,"GDP: Growing Economy | Inflation: Price Stable",2021,0.27786033,184
"Sub-Saharan Africa (excluding high income)",SSA,"Inflation: Price Stable | GDP: Growing Economy",2021,0.27771316,186
Zambia,ZMB,"Inflation: Price Stable | GDP: Growing Economy",2021,0.27710559,187
Oman,OMN,"Inflation: Price Stable | GDP: Growing Economy",2021,0.27644089,188
"Viet Nam",VNM,"GDP: Growing Economy | Inflation: Price Stable",2021,0.27631415,189
"Least developed countries: UN classification",LDC,"GDP: Growing Economy | Inflation: Price Stable",2021,0.27616337,190
Comoros,COM,"GDP: Growing Economy | Inflation: Price Stable",2021,0.27574181,191
"Africa Western and Central",AFW,"Inflation: Price Stable | GDP: Growing Economy",2021,0.27558002,192
"Lao PDR",LAO,"GDP: Growing Economy | Inflation: Price Stable",2021,0.27552994,193
Burundi,BDI,"Inflation: Price Stable | GDP: Growing Economy",2021,0.27539791,194
"Pre-demographic dividend",PRE,"Inflation: Price Stable | GDP: Growing Economy",2021,0.27496087,195
Gabon,GAB,"GDP: Growing Economy | Inflation: Price Stable",2021,0.27409922,196
Ethiopia,ETH,"GDP: Growing Economy | Inflation: Price Stable",2021,0.27389803,197
"Equatorial Guinea",GNQ,"GDP: Growing Economy | Inflation: Price Stable",2021,0.27314339,198
"Fragile and conflict affected situations",FCS,"GDP: Growing Economy | Inflation: Price Stable",2021,0.27302591,199
"Congo, Rep.",COG,"GDP: Growing Economy | Inflation: Price Stable",2021,0.27281755,200
"Sao Tome and Principe",STP,"GDP: Growing Economy | Inflation: Price Stable",2021,0.27239811,201
"Low income",LIC,"Inflation: Price Stable | GDP: Growing Economy",2021,0.27211504,202
Mongolia,MNG,"GDP: Growing Economy | Inflation: Price Stable",2021,0.27209501,203
Chad,TCD,"GDP: Growing Economy | Inflation: Price Stable",2021,0.27208125,204
"Central African Republic",CAF,"Inflation: Price Stable | GDP: Growing Economy",2021,0.27175384,205
Mauritania,MRT,"GDP: Growing Economy | Inflation: Price Stable",2021,0.27146259,206
"Papua New Guinea",PNG,"GDP: Growing Economy | Inflation: Price Stable",2021,0.26822357,207
Haiti,HTI,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2021,0.26765185,208
